,cleaned_label,description,domain,id,range,superproperty
2234,rival school,,['http://dbpedia.org/ontology/School'],http://dbpedia.org/ontology/rivalSchool,['http://dbpedia.org/ontology/School'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2235,river,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/river,['http://dbpedia.org/ontology/River'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#nearTo']
2236,river branch,,['http://dbpedia.org/ontology/River'],http://dbpedia.org/ontology/riverBranch,['http://dbpedia.org/ontology/River'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary']
2237,river branch of,,['http://dbpedia.org/ontology/River'],http://dbpedia.org/ontology/riverBranchOf,['http://dbpedia.org/ontology/River'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary']
2238,river mouth,,['http://dbpedia.org/ontology/River'],http://dbpedia.org/ontology/riverMouth,['http://dbpedia.org/ontology/BodyOfWater'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary']
2239,rkd artists id,"Rijksbureau voor Kunsthistorische Documentatie (RKD) artists database id.
http://rkd.nl/explore/artists/$1",,http://dbpedia.org/ontology/rkdArtistsId,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/code']
2240,road,,['http://dbpedia.org/ontology/Infrastructure'],http://dbpedia.org/ontology/road,['http://dbpedia.org/ontology/Road'],
2241,rocket,,['http://dbpedia.org/ontology/Spacecraft'],http://dbpedia.org/ontology/rocket,['http://dbpedia.org/ontology/Rocket'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2242,rocket function,purpose of the rocket,['http://dbpedia.org/ontology/Rocket'],http://dbpedia.org/ontology/rocketFunction,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy']
2243,rocket stages,"number of stages, not including boosters",['http://dbpedia.org/ontology/Rocket'],http://dbpedia.org/ontology/rocketStages,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2244,roland garros double,,['http://dbpedia.org/ontology/TennisPlayer'],http://dbpedia.org/ontology/rolandGarrosDouble,['http://www.w3.org/2001/XMLSchema#string'],
2245,roland garros mixed,,['http://dbpedia.org/ontology/TennisPlayer'],http://dbpedia.org/ontology/rolandGarrosMixed,['http://www.w3.org/2001/XMLSchema#string'],
2246,roland garros single,,['http://dbpedia.org/ontology/TennisPlayer'],http://dbpedia.org/ontology/rolandGarrosSingle,['http://www.w3.org/2001/XMLSchema#string'],
2247,role,,,http://dbpedia.org/ontology/role,['http://www.w3.org/2001/XMLSchema#string'],
2248,role in event,,['http://dbpedia.org/ontology/Agent'],http://dbpedia.org/ontology/roleInEvent,['http://dbpedia.org/ontology/Event'],
2249,roof height,,['http://dbpedia.org/ontology/Skyscraper'],http://dbpedia.org/ontology/roofHeight,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2250,rotation period,,['http://dbpedia.org/ontology/Planet'],http://dbpedia.org/ontology/rotationPeriod,['http://www.w3.org/2001/XMLSchema#double'],
2251,route,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/route,['http://www.w3.org/2001/XMLSchema#string'],
2252,route activity,details of the activity for a road.,['http://dbpedia.org/ontology/RouteStop'],http://dbpedia.org/ontology/routeActivity,,
2253,route direction,The general direction of the route (eg. North-South).,['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/routeDirection,['http://www.w3.org/2001/XMLSchema#string'],
2254,route end,"End of the route. This is where the route ends and, for U.S. roads, is either at the northern terminus or eastern terminus.",['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/routeEnd,['http://dbpedia.org/ontology/Station'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary']
2255,route end direction,End of the route. The opposite of OntologyProperty:routeStartDirection.,['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/routeEndDirection,['http://www.w3.org/2001/XMLSchema#string'],
2256,route end location,The end location of the route.,['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/routeEndLocation,['http://dbpedia.org/ontology/Place'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary']
2257,route junction,A junction or cross to another route.,['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/routeJunction,['http://dbpedia.org/ontology/Station'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary']
2258,route line,line of a stop on a route.,['http://dbpedia.org/ontology/RouteStop'],http://dbpedia.org/ontology/routeLine,,
2259,route next,next stop on a route.,['http://dbpedia.org/ontology/RouteStop'],http://dbpedia.org/ontology/routeNext,['http://dbpedia.org/ontology/RouteStop'],
2260,route number,The number of the route.,['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/routeNumber,['http://www.w3.org/2001/XMLSchema#string'],
2261,route previous,previous stop on a route.,['http://dbpedia.org/ontology/RouteStop'],http://dbpedia.org/ontology/routePrevious,['http://dbpedia.org/ontology/RouteStop'],
2262,route start,"Start of the route. This is where the route begins and, for U.S. roads, is either at the southern terminus or western terminus.",['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/routeStart,['http://dbpedia.org/ontology/Station'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary']
2263,route start direction,"End of the route. For U.S. roads, this should be either ""South"" or ""West"" per the standards set by the U.S. Roads project.",['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/routeStartDirection,['http://www.w3.org/2001/XMLSchema#string'],
2264,route start location,The start location of the route.,['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/routeStartLocation,['http://dbpedia.org/ontology/Place'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary']
2265,route type abbreviation,"The route type abbreviation (eg.: I for Interstate, M for Motorway or NJ for New Jersey Route).",['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/routeTypeAbbreviation,['http://www.w3.org/2001/XMLSchema#string'],
2266,royal anthem,,,http://dbpedia.org/ontology/royalAnthem,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2267,ruling,Ruling referred to in this legal case,['http://dbpedia.org/ontology/LegalCase'],http://dbpedia.org/ontology/ruling,['http://www.w3.org/2001/XMLSchema#string'],
2268,running mate,,,http://dbpedia.org/ontology/runningMate,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2269,runtime,,['http://dbpedia.org/ontology/Work'],http://dbpedia.org/ontology/runtime,['http://www.w3.org/2001/XMLSchema#double'],['http://schema.org/duration']
2270,runway designation,,['http://dbpedia.org/ontology/Airport'],http://dbpedia.org/ontology/runwayDesignation,['http://www.w3.org/2001/XMLSchema#string'],
2271,runway length,,['http://dbpedia.org/ontology/Airport'],http://dbpedia.org/ontology/runwayLength,['http://www.w3.org/2001/XMLSchema#double'],
2272,runway surface,,['http://dbpedia.org/ontology/Airport'],http://dbpedia.org/ontology/runwaySurface,['http://www.w3.org/2001/XMLSchema#string'],
2273,runway width,,['http://dbpedia.org/ontology/Airport'],http://dbpedia.org/ontology/runwayWidth,['http://www.w3.org/2001/XMLSchema#double'],
2274,rural municipality,,['http://dbpedia.org/ontology/Road'],http://dbpedia.org/ontology/ruralMunicipality,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
2275,saint,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/saint,['http://dbpedia.org/ontology/Saint'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2276,salary,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/salary,['http://www.w3.org/2001/XMLSchema#double'],
2277,sales,This property holds an intermediate node of the type Sales.,,http://dbpedia.org/ontology/sales,['http://dbpedia.org/ontology/Sales'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasSetting']
2278,same name,,['http://dbpedia.org/ontology/Settlement'],http://dbpedia.org/ontology/sameName,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],
2279,sat score,most recent average SAT scores,['http://dbpedia.org/ontology/School'],http://dbpedia.org/ontology/satScore,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy']
2280,satcat,"satellite catalogue number, omit leading zeroes (e.g. 25544)",['http://dbpedia.org/ontology/SpaceMission'],http://dbpedia.org/ontology/satcat,['http://www.w3.org/2001/XMLSchema#string'],
2281,satellite,,['http://dbpedia.org/ontology/Planet'],http://dbpedia.org/ontology/satellite,['http://www.w3.org/2001/XMLSchema#string'],
2282,satellites deployed,,['http://dbpedia.org/ontology/SpaceShuttle'],http://dbpedia.org/ontology/satellitesDeployed,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2283,scale,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/scale,['http://www.w3.org/2001/XMLSchema#string'],
2284,scene,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/scene,['http://www.w3.org/2001/XMLSchema#string'],
2285,school,school a person goes or went to,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/school,['http://dbpedia.org/ontology/EducationalInstitution'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2286,school board,,['http://dbpedia.org/ontology/School'],http://dbpedia.org/ontology/schoolBoard,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2287,school code,,['http://dbpedia.org/ontology/School'],http://dbpedia.org/ontology/schoolCode,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/code']
2288,school number,,['http://dbpedia.org/ontology/School'],http://dbpedia.org/ontology/schoolNumber,['http://www.w3.org/2001/XMLSchema#string'],
2289,school patron,,['http://dbpedia.org/ontology/School'],http://dbpedia.org/ontology/schoolPatron,['http://dbpedia.org/ontology/Agent'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2290,scientific name,,['http://dbpedia.org/ontology/Species'],http://dbpedia.org/ontology/scientificName,['http://www.w3.org/2001/XMLSchema#string'],
2291,score,Score or points of something (eg a SportCompetitionResult),,http://dbpedia.org/ontology/score,['http://www.w3.org/2001/XMLSchema#double'],
2292,screen actors guild award,,['http://dbpedia.org/ontology/Actor'],http://dbpedia.org/ontology/screenActorsGuildAward,['http://dbpedia.org/ontology/Award'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2293,sea,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/sea,['http://dbpedia.org/ontology/Sea'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#nearTo']
2294,season,,['http://dbpedia.org/ontology/Agent'],http://dbpedia.org/ontology/season,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasSetting']
2295,season manager,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/seasonManager,['http://www.w3.org/2001/XMLSchema#string'],
2296,season number,The season number to which the TelevisionEpisode belongs.,['http://dbpedia.org/ontology/TelevisionEpisode'],http://dbpedia.org/ontology/seasonNumber,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2297,seat number,,['http://dbpedia.org/ontology/AdministrativeRegion'],http://dbpedia.org/ontology/seatNumber,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2298,seating capacity,,['http://dbpedia.org/ontology/Building'],http://dbpedia.org/ontology/seatingCapacity,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2299,second,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/second,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2300,second commander,,['http://dbpedia.org/ontology/MilitaryUnit'],http://dbpedia.org/ontology/secondCommander,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2301,second driver,,['http://dbpedia.org/ontology/GrandPrix'],http://dbpedia.org/ontology/secondDriver,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
2302,second driver country,,['http://dbpedia.org/ontology/GrandPrix'],http://dbpedia.org/ontology/secondDriverCountry,['http://dbpedia.org/ontology/Country'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
2303,second leader,,,http://dbpedia.org/ontology/secondLeader,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2304,second place,,,http://dbpedia.org/ontology/secondPlace,['http://www.w3.org/2001/XMLSchema#string'],
2305,second popular vote,,,http://dbpedia.org/ontology/secondPopularVote,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2306,second team,,['http://dbpedia.org/ontology/GrandPrix'],http://dbpedia.org/ontology/secondTeam,['http://dbpedia.org/ontology/SportsTeam'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
2307,secretary general,,['http://dbpedia.org/ontology/Organisation'],http://dbpedia.org/ontology/secretaryGeneral,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2308,security,Safety precautions that are used in the building.,['http://dbpedia.org/ontology/Building'],http://dbpedia.org/ontology/security,['http://www.w3.org/2001/XMLSchema#string'],
2309,seiyu,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/seiyu,['http://dbpedia.org/ontology/Person'],
2310,selection,when (or in which project) the person was selected to train as an astronaut,['http://dbpedia.org/ontology/Astronaut'],http://dbpedia.org/ontology/selection,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasSetting']
2311,selection point,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/selectionPoint,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2312,selection year,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/selectionYear,['http://www.w3.org/2001/XMLSchema#string'],
2313,selibr id,Authority data from the National Library of Sweden,,http://dbpedia.org/ontology/selibrId,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/code']
2314,senator,,,http://dbpedia.org/ontology/senator,['http://dbpedia.org/ontology/Person'],"['http://dbpedia.org/ontology/MemberOfParliament', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']"
2315,senior,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/senior,['http://www.w3.org/2001/XMLSchema#string'],
2316,seniority,,,http://dbpedia.org/ontology/seniority,['http://www.w3.org/2001/XMLSchema#string'],
2317,seniunija,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/seniunija,['http://www.w3.org/2001/XMLSchema#string'],
2318,sentence,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/sentence,['http://www.w3.org/2001/XMLSchema#string'],
2319,series,,,http://dbpedia.org/ontology/series,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn']
2320,service,,['http://dbpedia.org/ontology/Organisation'],http://dbpedia.org/ontology/service,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2321,service end date,,['http://dbpedia.org/ontology/MilitaryPerson'],http://dbpedia.org/ontology/serviceEndDate,['http://www.w3.org/2001/XMLSchema#date'],
